tanggal,26-12-2019,27-12-2019,30-12-2019,31-12-2019,01-01-2020,02-01-2020,03-01-2020,06-01-2020,07-01-2020,08-01-2020,09-01-2020,10-01-2020,13-01-2020,14-01-2020,15-01-2020,16-01-2020,17-01-2020,18-01-2020,19-01-2020,20-01-2020,21-01-2020,22-01-2020,23-01-2020,24-01-2020,25-01-2020,26-01-2020,27-01-2020
harga asli,26250,26350,26250,26250,26300,26350,26050,25950,25900,25800,25900,25700,25700,25850,25800,25650
harga prediksi,26256.64870218457,26344.616728275952,26346.80331406077,26246.318808914795,26250.719382173556,26274.46182120781,26076.075031155167,25949.421754316405,25910.14442338722,25760.289718877008,25770.843881063887,25791.04664741003,25777.671789152646,25764.250225715143,25781.45618399561,25784.457774571456,25764.864790113665,25782.70893245042,25762.680095983596,25762.024985629505,25777.610698431734,25763.06771257865,25762.017982551806,25762.798455235137,25762.76241188964,25762.102890284208
Akurasi,9,9,.,7,9,4,9,3,8,9,1,3,8,7,1,8,6
Waktu,2,2,.,9,3,2,1,0,2,9,1,8,6,2,4,8,7,8
