tanggal,02-09-2020,03-09-2020,04-09-2020,07-09-2020,08-09-2020,09-09-2020,10-09-2020,11-09-2020,14-09-2020,15-09-2020,16-09-2020,17-09-2020,18-09-2020,21-09-2020,22-09-2020,23-09-2020,24-09-2020,25-09-2020,27-09-2020,28-09-2020,29-09-2020,30-09-2020
harga asli,26250,26300,26350,26450,26450,26500,26600,26550,26600,26800,26800,26850,26800,26750,26750,26600,26550,26600
harga prediksi,26258.33698368172,26304.70745146395,26365.00127870913,26401.128392991224,26483.176990578,26530.219760631884,26573.46448992469,26642.97251551121,26603.455630474215,26634.81172137644,26738.33274963127,26766.98383863671,26815.381372387586,26788.22447656663,26728.279651760455,26718.903644996386,26615.379127436485,26552.2094469964,26567.340021358064,26559.110521494596,26598.55787327579,26624.280205635823
Akurasi,99.81645429400072
Waktu,13.41039490699768
